,text,dim_0,dim_1,layer,label,fold,grad_0,grad_1,iteration
79,linear1.bias,-0.11051174998283386,0.20403966307640076,bias,,,-0.11051174998283386,0.20403966307640076,30
80,<unk>,0.0,0.0,Embedding,,,0.0,0.0,40
81,'s,-1.294898509979248,-0.6246633529663086,Embedding,,,-1.294898509979248,-0.6246633529663086,40
82,What,0.17432370781898499,1.7611215114593506,Embedding,,,0.17432370781898499,1.7611215114593506,40
83,capital,0.22023452818393707,-2.351116895675659,Embedding,,,0.22023452818393707,-2.351116895675659,40
84,currency,0.15143176913261414,1.3258049488067627,Embedding,,,0.15143176913261414,1.3258049488067627,40
85,england,0.5780143737792969,1.2179902791976929,Embedding,,,0.5780143737792969,1.2179902791976929,40
86,is,-0.7348024249076843,0.8537368774414062,Embedding,,,-0.7348024249076843,0.8537368774414062,40
87,of,-0.7650824785232544,-0.6842360496520996,Embedding,,,-0.7650824785232544,-0.6842360496520996,40
88,russia,-2.4092085361480713,1.196487307548523,Embedding,,,-2.4092085361480713,1.196487307548523,40
89,this,-0.2963646948337555,0.2601874768733978,Embedding,,,-0.2963646948337555,0.2601874768733978,40
90,linear2.weight_0,-0.4144020974636078,-0.16128982603549957,param,,,-0.4144020974636078,-0.16128982603549957,40
91,linear2.weight_1,0.055902864784002304,0.32114145159721375,param,,,0.055902864784002304,0.32114145159721375,40
92,linear2.weight_2,-0.48475444316864014,-0.15224315226078033,param,,,-0.48475444316864014,-0.15224315226078033,40
93,linear2.weight_3,0.3531097173690796,-0.0681670680642128,param,,,0.3531097173690796,-0.0681670680642128,40
94,linear2.bias,-0.09814663231372833,-0.33343780040740967,bias,,,-0.09814663231372833,-0.33343780040740967,40
95,linear1.weight_0,-0.23501096665859222,-0.20966432988643646,param,,,-0.23501096665859222,-0.20966432988643646,40
96,linear1.weight_1,-0.4427782893180847,0.1203150525689125,param,,,-0.4427782893180847,0.1203150525689125,40
97,linear1.weight_2,0.4252822697162628,-0.35247719287872314,param,,,0.4252822697162628,-0.35247719287872314,40
98,linear1.weight_3,-0.367348313331604,0.39012444019317627,param,,,-0.367348313331604,0.39012444019317627,40
99,linear1.bias,-0.0837036594748497,0.19440056383609772,bias,,,-0.0837036594748497,0.19440056383609772,40
100,<unk>,0.0,0.0,Embedding,,,0.0,0.0,50
101,'s,-1.2939802408218384,-0.622647225856781,Embedding,,,-1.2939802408218384,-0.622647225856781,50
102,What,0.17948925495147705,1.7543387413024902,Embedding,,,0.17948925495147705,1.7543387413024902,50
103,capital,0.23083658516407013,-2.3613507747650146,Embedding,,,0.23083658516407013,-2.3613507747650146,50
104,currency,0.14599528908729553,1.3292564153671265,Embedding,,,0.14599528908729553,1.3292564153671265,50
105,england,0.5992386341094971,1.2123397588729858,Embedding,,,0.5992386341094971,1.2123397588729858,50
106,is,-0.7300960421562195,0.8459460139274597,Embedding,,,-0.7300960421562195,0.8459460139274597,50
107,of,-0.7603760957717896,-0.6920269131660461,Embedding,,,-0.7603760957717896,-0.6920269131660461,50
108,russia,-2.425267219543457,1.1953548192977905,Embedding,,,-2.425267219543457,1.1953548192977905,50
109,this,-0.2916582226753235,0.25239667296409607,Embedding,,,-0.2916582226753235,0.25239667296409607,50
110,linear2.weight_0,-0.4326608180999756,-0.2229246199131012,param,,,-0.4326608180999756,-0.2229246199131012,50
111,linear2.weight_1,0.0996001809835434,0.32353875041007996,param,,,0.0996001809835434,0.32353875041007996,50
112,linear2.weight_2,-0.5268641710281372,-0.15799956023693085,param,,,-0.5268641710281372,-0.15799956023693085,50
113,linear2.weight_3,0.36978086829185486,-0.003173151519149542,param,,,0.36978086829185486,-0.003173151519149542,50
114,linear2.bias,-0.1075378805398941,-0.36634117364883423,bias,,,-0.1075378805398941,-0.36634117364883423,50
115,linear1.weight_0,-0.3199838101863861,-0.17021986842155457,param,,,-0.3199838101863861,-0.17021986842155457,50
116,linear1.weight_1,-0.47341910004615784,0.09080273658037186,param,,,-0.47341910004615784,0.09080273658037186,50
117,linear1.weight_2,0.44901350140571594,-0.3993043005466461,param,,,0.44901350140571594,-0.3993043005466461,50
118,linear1.weight_3,-0.3579768240451813,0.38303834199905396,param,,,-0.3579768240451813,0.38303834199905396,50
119,linear1.bias,-0.04017750546336174,0.18128466606140137,bias,,,-0.04017750546336174,0.18128466606140137,50
120,<unk>,0.0,0.0,Embedding,,,0.0,0.0,60
121,'s,-1.2923146486282349,-0.6185840368270874,Embedding,,,-1.2923146486282349,-0.6185840368270874,60
122,What,0.18420866131782532,1.7483582496643066,Embedding,,,0.18420866131782532,1.7483582496643066,60
123,capital,0.24299706518650055,-2.3737599849700928,Embedding,,,0.24299706518650055,-2.3737599849700928,60
124,currency,0.13855424523353577,1.3356856107711792,Embedding,,,0.13855424523353577,1.3356856107711792,60
125,england,0.6245340704917908,1.2056806087493896,Embedding,,,0.6245340704917908,1.2056806087493896,60
126,is,-0.7262094616889954,0.837934136390686,Embedding,,,-0.7262094616889954,0.837934136390686,60
127,of,-0.7564895153045654,-0.7000387907028198,Embedding,,,-0.7564895153045654,-0.7000387907028198,60
128,russia,-2.445842981338501,1.1960335969924927,Embedding,,,-2.445842981338501,1.1960335969924927,60
129,this,-0.287771612405777,0.24438466131687164,Embedding,,,-0.287771612405777,0.24438466131687164,60
130,linear2.weight_0,-0.4602201581001282,-0.28364723920822144,param,,,-0.4602201581001282,-0.28364723920822144,60
131,linear2.weight_1,0.1386585682630539,0.3257107436656952,param,,,0.1386585682630539,0.3257107436656952,60
132,linear2.weight_2,-0.5682910084724426,-0.15996409952640533,param,,,-0.5682910084724426,-0.15996409952640533,60
133,linear2.weight_3,0.39970865845680237,0.05734206363558769,param,,,0.39970865845680237,0.05734206363558769,60
134,linear2.bias,-0.1214555874466896,-0.4080929458141327,bias,,,-0.1214555874466896,-0.4080929458141327,60
135,linear1.weight_0,-0.40473634004592896,-0.13794629275798798,param,,,-0.40473634004592896,-0.13794629275798798,60
136,linear1.weight_1,-0.5088543891906738,0.06795075535774231,param,,,-0.5088543891906738,0.06795075535774231,60
137,linear1.weight_2,0.4784742593765259,-0.4533509612083435,param,,,0.4784742593765259,-0.4533509612083435,60
138,linear1.weight_3,-0.35188716650009155,0.37910011410713196,param,,,-0.35188716650009155,0.37910011410713196,60
139,linear1.bias,-0.0024563197512179613,0.1654994785785675,bias,,,-0.0024563197512179613,0.1654994785785675,60
140,<unk>,0.0,0.0,Embedding,,,0.0,0.0,70
141,'s,-1.290078043937683,-0.6117349863052368,Embedding,,,-1.290078043937683,-0.6117349863052368,70
142,What,0.19070026278495789,1.7440940141677856,Embedding,,,0.19070026278495789,1.7440940141677856,70
143,capital,0.25612539052963257,-2.387871026992798,Embedding,,,0.25612539052963257,-2.387871026992798,70
144,currency,0.13191749155521393,1.3455320596694946,Embedding,,,0.13191749155521393,1.3455320596694946,70
145,england,0.6563458442687988,1.1991357803344727,Embedding,,,0.6563458442687988,1.1991357803344727,70
146,is,-0.7208361029624939,0.830245316028595,Embedding,,,-0.7208361029624939,0.830245316028595,70
147,of,-0.751116156578064,-0.7077276110649109,Embedding,,,-0.751116156578064,-0.7077276110649109,70
148,russia,-2.471163034439087,1.1983141899108887,Embedding,,,-2.471163034439087,1.1983141899108887,70
149,this,-0.2823982238769531,0.23669588565826416,Embedding,,,-0.2823982238769531,0.23669588565826416,70
150,linear2.weight_0,-0.49648067355155945,-0.34486615657806396,param,,,-0.49648067355155945,-0.34486615657806396,70
151,linear2.weight_1,0.17511926591396332,0.32927218079566956,param,,,0.17511926591396332,0.32927218079566956,70
152,linear2.weight_2,-0.6066780686378479,-0.1589263528585434,param,,,-0.6066780686378479,-0.1589263528585434,70
153,linear2.weight_3,0.4378955066204071,0.11396177113056183,param,,,0.4378955066204071,0.11396177113056183,70
154,linear2.bias,-0.14072543382644653,-0.45408767461776733,bias,,,-0.14072543382644653,-0.45408767461776733,70
155,linear1.weight_0,-0.4854348599910736,-0.13720513880252838,param,,,-0.4854348599910736,-0.13720513880252838,70
156,linear1.weight_1,-0.5490638613700867,0.05096261575818062,param,,,-0.5490638613700867,0.05096261575818062,70
157,linear1.weight_2,0.5128504037857056,-0.5122570395469666,param,,,0.5128504037857056,-0.5122570395469666,70
158,linear1.weight_3,-0.35188716650009155,0.37910011410713196,param,,,-0.35188716650009155,0.37910011410713196,70
159,linear1.bias,-0.0028793751262128353,0.1494690328836441,bias,,,-0.0028793751262128353,0.1494690328836441,70
160,<unk>,0.0,0.0,Embedding,,,0.0,0.0,80
161,'s,-1.2855103015899658,-0.6033192276954651,Embedding,,,-1.2855103015899658,-0.6033192276954651,80
162,What,0.1969224214553833,1.7400528192520142,Embedding,,,0.1969224214553833,1.7400528192520142,80
163,capital,0.269589364528656,-2.403282403945923,Embedding,,,0.269589364528656,-2.403282403945923,80
164,currency,0.1246756911277771,1.3569022417068481,Embedding,,,0.1246756911277771,1.3569022417068481,80
165,england,0.6920265555381775,1.1925697326660156,Embedding,,,0.6920265555381775,1.1925697326660156,80
166,is,-0.7168979048728943,0.8219960927963257,Embedding,,,-0.7168979048728943,0.8219960927963257,80
167,of,-0.7471779584884644,-0.7159768342971802,Embedding,,,-0.7471779584884644,-0.7159768342971802,80
168,russia,-2.500622272491455,1.2008388042449951,Embedding,,,-2.500622272491455,1.2008388042449951,80
169,this,-0.27845996618270874,0.22844670712947845,Embedding,,,-0.27845996618270874,0.22844670712947845,80
170,linear2.weight_0,-0.5397325158119202,-0.4071318805217743,param,,,-0.5397325158119202,-0.4071318805217743,80
171,linear2.weight_1,0.21271461248397827,0.3357206881046295,param,,,0.21271461248397827,0.3357206881046295,80
172,linear2.weight_2,-0.6421501040458679,-0.1565207690000534,param,,,-0.6421501040458679,-0.1565207690000534,80
173,linear2.weight_3,0.4790240228176117,0.1673734337091446,param,,,0.4790240228176117,0.1673734337091446,80
174,linear2.bias,-0.16534121334552765,-0.5004734396934509,bias,,,-0.16534121334552765,-0.5004734396934509,80
175,linear1.weight_0,-0.5679801106452942,-0.13778188824653625,param,,,-0.5679801106452942,-0.13778188824653625,80
176,linear1.weight_1,-0.594083845615387,0.03905811533331871,param,,,-0.594083845615387,0.03905811533331871,80
177,linear1.weight_2,0.5502479672431946,-0.5736690163612366,param,,,0.5502479672431946,-0.5736690163612366,80
178,linear1.weight_3,-0.3508419692516327,0.3784217834472656,param,,,-0.3508419692516327,0.3784217834472656,80
179,linear1.bias,-0.002518134657293558,0.13528162240982056,bias,,,-0.002518134657293558,0.13528162240982056,80
180,<unk>,0.0,0.0,Embedding,,,0.0,0.0,90
181,'s,-1.2769889831542969,-0.5937158465385437,Embedding,,,-1.2769889831542969,-0.5937158465385437,90
182,What,0.20397615432739258,1.7363379001617432,Embedding,,,0.20397615432739258,1.7363379001617432,90
183,capital,0.28303611278533936,-2.419619560241699,Embedding,,,0.28303611278533936,-2.419619560241699,90
184,currency,0.11828265339136124,1.3695242404937744,Embedding,,,0.11828265339136124,1.3695242404937744,90
185,england,0.7321144938468933,1.186253547668457,Embedding,,,0.7321144938468933,1.186253547668457,90
186,is,-0.7141046524047852,0.8134796619415283,Embedding,,,-0.7141046524047852,0.8134796619415283,90
187,of,-0.7443847060203552,-0.7244932651519775,Embedding,,,-0.7443847060203552,-0.7244932651519775,90
188,russia,-2.533656120300293,1.2034403085708618,Embedding,,,-2.533656120300293,1.2034403085708618,90
189,this,-0.2756667733192444,0.21993029117584229,Embedding,,,-0.2756667733192444,0.21993029117584229,90
190,linear2.weight_0,-0.5878186225891113,-0.4692954123020172,param,,,-0.5878186225891113,-0.4692954123020172,90
191,linear2.weight_1,0.25130942463874817,0.3445909917354584,param,,,0.25130942463874817,0.3445909917354584,90
192,linear2.weight_2,-0.6742172837257385,-0.1523502916097641,param,,,-0.6742172837257385,-0.1523502916097641,90
193,linear2.weight_3,0.5205824375152588,0.21649622917175293,param,,,0.5205824375152588,0.21649622917175293,90
194,linear2.bias,-0.19313500821590424,-0.5467531085014343,bias,,,-0.19313500821590424,-0.5467531085014343,90
195,linear1.weight_0,-0.6498902440071106,-0.14481717348098755,param,,,-0.6498902440071106,-0.14481717348098755,90
196,linear1.weight_1,-0.642334520816803,0.03064379282295704,param,,,-0.642334520816803,0.03064379282295704,90
197,linear1.weight_2,0.5873215794563293,-0.6346738338470459,param,,,0.5873215794563293,-0.6346738338470459,90
198,linear1.weight_3,-0.35040855407714844,0.37813884019851685,param,,,-0.35040855407714844,0.37813884019851685,90
199,linear1.bias,-0.00923626497387886,0.12222004681825638,bias,,,-0.00923626497387886,0.12222004681825638,90
200,<unk>,0.0,0.0,Embedding,,,0.0,0.0,100
201,'s,-1.2633506059646606,-0.5833938717842102,Embedding,,,-1.2633506059646606,-0.5833938717842102,100
202,What,0.21077115833759308,1.7326222658157349,Embedding,,,0.21077115833759308,1.7326222658157349,100
203,capital,0.2959788143634796,-2.436441421508789,Embedding,,,0.2959788143634796,-2.436441421508789,100
204,currency,0.11213494092226028,1.3826308250427246,Embedding,,,0.11213494092226028,1.3826308250427246,100
205,england,0.7747986316680908,1.1801644563674927,Embedding,,,0.7747986316680908,1.1801644563674927,100
206,is,-0.7141289114952087,0.8046028017997742,Embedding,,,-0.7141289114952087,0.8046028017997742,100
207,of,-0.7444089651107788,-0.7333701252937317,Embedding,,,-0.7444089651107788,-0.7333701252937317,100
208,russia,-2.569544792175293,1.2058135271072388,Embedding,,,-2.569544792175293,1.2058135271072388,100
209,this,-0.27569109201431274,0.21105346083641052,Embedding,,,-0.27569109201431274,0.21105346083641052,100
210,linear2.weight_0,-0.639101505279541,-0.5307855010032654,param,,,-0.639101505279541,-0.5307855010032654,100
211,linear2.weight_1,0.29081830382347107,0.3554733097553253,param,,,0.29081830382347107,0.3554733097553253,100
212,linear2.weight_2,-0.7032522559165955,-0.1467779278755188,param,,,-0.7032522559165955,-0.1467779278755188,100
213,linear2.weight_3,0.5613914132118225,0.26153162121772766,param,,,0.5613914132118225,0.26153162121772766,100
214,linear2.bias,-0.22331680357456207,-0.592414379119873,bias,,,-0.22331680357456207,-0.592414379119873,100
215,linear1.weight_0,-0.7318426370620728,-0.1487375646829605,param,,,-0.7318426370620728,-0.1487375646829605,100
216,linear1.weight_1,-0.692558765411377,0.024624265730381012,param,,,-0.692558765411377,0.024624265730381012,100
217,linear1.weight_2,0.6226223111152649,-0.6938648819923401,param,,,0.6226223111152649,-0.6938648819923401,100
218,linear1.weight_3,-0.34969332814216614,0.3776684105396271,param,,,-0.34969332814216614,0.3776684105396271,100
219,linear1.bias,-0.010737955570220947,0.11023405939340591,bias,,,-0.010737955570220947,0.11023405939340591,100
220,<unk>,0.0,0.0,Embedding,,,0.0,0.0,110
221,'s,-1.241316556930542,-0.5769368410110474,Embedding,,,-1.241316556930542,-0.5769368410110474,110
222,What,0.2187865823507309,1.727311372756958,Embedding,,,0.2187865823507309,1.727311372756958,110
223,capital,0.30725982785224915,-2.4528157711029053,Embedding,,,0.30725982785224915,-2.4528157711029053,110
224,currency,0.10886933654546738,1.3936948776245117,Embedding,,,0.10886933654546738,1.3936948776245117,110
225,england,0.8190059661865234,1.1752139329910278,Embedding,,,0.8190059661865234,1.1752139329910278,110
226,is,-0.7171305418014526,0.7960634827613831,Embedding,,,-0.7171305418014526,0.7960634827613831,110
227,of,-0.7474105954170227,-0.7419094443321228,Embedding,,,-0.7474105954170227,-0.7419094443321228,110
228,russia,-2.60573673248291,1.2054532766342163,Embedding,,,-2.60573673248291,1.2054532766342163,110
229,this,-0.27869266271591187,0.2025141417980194,Embedding,,,-0.27869266271591187,0.2025141417980194,110
230,linear2.weight_0,-0.6939671635627747,-0.5924563407897949,param,,,-0.6939671635627747,-0.5924563407897949,110
231,linear2.weight_1,0.3285973072052002,0.3659788966178894,param,,,0.3285973072052002,0.3659788966178894,110
232,linear2.weight_2,-0.7293798923492432,-0.14012080430984497,param,,,-0.7293798923492432,-0.14012080430984497,110
233,linear2.weight_3,0.6046057939529419,0.3060397505760193,param,,,0.6046057939529419,0.3060397505760193,110
234,linear2.bias,-0.2576163709163666,-0.6391403675079346,bias,,,-0.2576163709163666,-0.6391403675079346,110
235,linear1.weight_0,-0.8140715956687927,-0.15288516879081726,param,,,-0.8140715956687927,-0.15288516879081726,110
236,linear1.weight_1,-0.7443811893463135,0.02083900012075901,param,,,-0.7443811893463135,0.02083900012075901,110
237,linear1.weight_2,0.6397529244422913,-0.7405194640159607,param,,,0.6397529244422913,-0.7405194640159607,110
238,linear1.weight_3,-0.34969332814216614,0.3776684105396271,param,,,-0.34969332814216614,0.3776684105396271,110
239,linear1.bias,-0.010329296812415123,0.10096267610788345,bias,,,-0.010329296812415123,0.10096267610788345,110
240,<unk>,0.0,0.0,Embedding,,,0.0,0.0,120
241,'s,-1.2147597074508667,-0.5702875256538391,Embedding,,,-1.2147597074508667,-0.5702875256538391,120
242,What,0.22626279294490814,1.7223989963531494,Embedding,,,0.22626279294490814,1.7223989963531494,120
243,capital,0.31709346175193787,-2.468618631362915,Embedding,,,0.31709346175193787,-2.468618631362915,120
244,currency,0.10651195049285889,1.404585599899292,Embedding,,,0.10651195049285889,1.404585599899292,120
245,england,0.8639912009239197,1.171471118927002,Embedding,,,0.8639912009239197,1.171471118927002,120
246,is,-0.722932755947113,0.7878265976905823,Embedding,,,-0.722932755947113,0.7878265976905823,120
247,of,-0.7532128095626831,-0.7501463294029236,Embedding,,,-0.7532128095626831,-0.7501463294029236,120
248,russia,-2.6432456970214844,1.2042838335037231,Embedding,,,-2.6432456970214844,1.2042838335037231,120
249,this,-0.2844948470592499,0.19427716732025146,Embedding,,,-0.2844948470592499,0.19427716732025146,120
250,linear2.weight_0,-0.75006103515625,-0.6529370546340942,param,,,-0.75006103515625,-0.6529370546340942,120
251,linear2.weight_1,0.36414846777915955,0.37556692957878113,param,,,0.36414846777915955,0.37556692957878113,120
252,linear2.weight_2,-0.7535408735275269,-0.13289237022399902,param,,,-0.7535408735275269,-0.13289237022399902,120
253,linear2.weight_3,0.6493095755577087,0.34970399737358093,param,,,0.6493095755577087,0.34970399737358093,120
254,linear2.bias,-0.29386255145072937,-0.6866874694824219,bias,,,-0.29386255145072937,-0.6866874694824219,120
255,linear1.weight_0,-0.8955169320106506,-0.15687894821166992,param,,,-0.8955169320106506,-0.15687894821166992,120
256,linear1.weight_1,-0.7965683341026306,0.018991388380527496,param,,,-0.7965683341026306,0.018991388380527496,120
257,linear1.weight_2,0.6534999012947083,-0.7845743894577026,param,,,0.6534999012947083,-0.7845743894577026,120
258,linear1.weight_3,-0.3494444787502289,0.37750130891799927,param,,,-0.3494444787502289,0.37750130891799927,120
259,linear1.bias,-0.0086347796022892,0.09376564621925354,bias,,,-0.0086347796022892,0.09376564621925354,120
260,<unk>,0.0,0.0,Embedding,,,0.0,0.0,130
261,'s,-1.186409592628479,-0.5611829161643982,Embedding,,,-1.186409592628479,-0.5611829161643982,130
262,What,0.23307682573795319,1.719070553779602,Embedding,,,0.23307682573795319,1.719070553779602,130
263,capital,0.32559749484062195,-2.483804941177368,Embedding,,,0.32559749484062195,-2.483804941177368,130
264,currency,0.10482196509838104,1.416443943977356,Embedding,,,0.10482196509838104,1.416443943977356,130
265,england,0.9096643328666687,1.1691750288009644,Embedding,,,0.9096643328666687,1.1691750288009644,130
266,is,-0.7302936911582947,0.7799460887908936,Embedding,,,-0.7302936911582947,0.7799460887908936,130
267,of,-0.7605737447738647,-0.7580268383026123,Embedding,,,-0.7605737447738647,-0.7580268383026123,130
